,Profit
7687,1.404
7688,0.0
7689,28.28
7690,7.152
7691,18.7695
7692,31.8603
7693,28.68
7694,9.72
7695,-28.7964
7696,12.96
7697,40.23
7698,6.84
7699,4.5
7700,35.0973
7701,57.6
7702,32.655
7703,12.54
7704,303.354
7705,5.61
7706,-67.2
7707,-39.456
7708,218.82
7709,-25.875
7710,5.65776
7711,503.782
7712,357.18
7713,3.7996
7714,-14.202
7715,1.64
7716,21.15
7717,17.58
7718,6.12
7719,2.56
7720,4.16
7721,5.9316
7722,16.5564
7723,3.3
7724,-1.086
7725,18.96
7726,19.53
7727,28.56
7728,22.6782
7729,59.373
7730,-11.6712
7731,-207.012
7732,0.96
7733,11.2
7734,-17.712
7735,8.4966
7736,-153.936
7737,20.58
7738,1.8612
7739,14.1
7740,25.488
7741,141.48
7742,5.4768
7743,-8.175
7744,2097.03
7745,103.632
7746,15.78
7747,-5.6826
7748,-38.664
7749,18.99
7750,2.2288
7751,18.645
7752,-25.902
7753,-13.572
7754,757.411
7755,63.09
7756,6.15
7757,263.13
7758,-392.892
7759,-9.894
7760,13.02
7761,41.92
7762,-97.032
7763,11.44
7764,-5.376
7765,3.3
7766,5.07
7767,10.08
7768,83.736
7769,145.08
7770,13.74
7771,23.16
7772,7.4925
7773,11.37
7774,-49.29
7775,12.66
7776,33.3
7777,-3.708
7778,4.49
7779,5.4
7780,6.6
7781,21.0
7782,8.94
7783,4.02
7784,5.79
7785,1.5216
7786,75.6
7787,1.32
7788,163.38
7789,8.464
7790,13.14
7791,81.0
7792,-80.2305
7793,4.2336
7794,265.02
7795,0.0
7796,17.7
7797,12.3
7798,19.92
7799,-19.344
7800,-58.164
7801,-3.472
7802,51.6
7803,1.32
7804,24.72
7805,118.8
7806,8.409
7807,2.9568
7808,-150.43
7809,1.35
7810,-15.984
7811,10.8
7812,-594.09
7813,108.823
7814,68.34
7815,-989.856
7816,3.0576
7817,-14.28
7818,-1.152
7819,0.744
7820,27.84
7821,-36.552
7822,29.01
7823,-33.636
7824,13.89
7825,30.3
7826,6.32
7827,-2639.99
7828,47.64
7829,56.31
7830,13.92
7831,208.32
7832,31.08
7833,10.5
7834,123.3
7835,49.2
7836,8.91
7837,18.2352
7838,47.8629
7839,2.7
7840,39.6
7841,6.27
7842,0.92
7843,496.98
7844,39.4438
7845,11.16
7846,0.72
7847,97.23
7848,12.8
7849,-40.44
7850,15.876
7851,-1181.28
7852,10.22
7853,4.47
7854,-48.24
7855,63.9
7856,6.24
7857,1.764
7858,28.8
7859,-3.228
7860,154.08
7861,0.8595
7862,21.0128
7863,182.26
7864,-28.41
7865,-13.32
7866,111.8
7867,123.42
7868,37.8
7869,88.725
7870,23.24
7871,25.2
7872,3.876
7873,-2.568
7874,36.813
7875,8.8784
7876,118.824
7877,-7.172
7878,-8.6058
7879,118.16
7880,-7.929
7881,-3.7872
7882,42.32
7883,83.1924
7884,-136.362
7885,272.792
7886,7.25
7887,2.52
7888,21.24
7889,1.9488
7890,0.0
7891,118.32
7892,14.28
7893,133.206
7894,2.19
7895,-137.664
7896,67.84
7897,1.812
7898,41.535
7899,10.68
7900,99.696
7901,36.024
7902,-47.104
7903,15.12
7904,-36.27
7905,459.962
7906,11.28
7907,156.96
7908,-80.016
7909,-2.628
7910,-431.088
7911,121.86
7912,5.46
7913,9.9
7914,130.08
7915,-2.2
7916,3.48
7917,121.95
7918,1.2112
7919,2.73
7920,367.488
7921,-0.804
7922,76.8
7923,21.56
7924,12.771
7925,186.06
7926,5.88
7927,4.02
7928,16.8
7929,-8.424
7930,-92.7996
7931,12.24
7932,25.0938
7933,154.251
7934,24.561
7935,7.92
7936,19.041
7937,-32.36
7938,3.0
7939,237.15
7940,-719.208
7941,6.5569
7942,9.96
7943,4.32
7944,35.7
7945,7.65
7946,-181.44
7947,-17.76
7948,37.17
7949,-21.1068
7950,243.74
7951,7.9752
7952,22.518
7953,5.52
7954,50.688
7955,362.687
7956,202.64
7957,5.55
7958,25.792
7959,-25.875
7960,131.76
7961,79.95
7962,-410.912
7963,27.6669
7964,-28.784
7965,9.2
7966,34.29
7967,4.8525
7968,21.75
7969,3.6645
7970,15.3
7971,15.9
7972,3.3408
7973,22.47
7974,9.46
7975,66.5088
7976,-386.957
7977,7.98
7978,-6.392
7979,5.04
7980,7.3788
7981,-141.84
7982,57.756
7983,18.54
7984,-39.66
7985,13.86
7986,338.22
7987,37.26
7988,25.62
7989,5.193
7990,4.64
7991,0.1744
7992,4.65
7993,-11.19
7994,29.61
7995,2.97
7996,1.2852
7997,175.5
7998,-8.56
7999,191.997
8000,7.14
8001,24.06
8002,40.3128
8003,-120.513
8004,1.384
8005,1159.99
8006,-9.936
8007,189.42
8008,84.14
8009,48.5392
8010,6.372
8011,42.84
8012,114.18
8013,20.4
8014,51.0
8015,0.96
8016,164.7
8017,209.979
8018,-186.648
8019,6.3
8020,182.28
8021,24.84
8022,106.625
8023,4.98
8024,5.76
8025,-419.305
8026,24.0
8027,7.44
8028,-6.8816
8029,348.81
8030,46.24
8031,19.1646
8032,77.7
8033,35.0
8034,26.74
8035,1.02
8036,-7.4358
8037,-31.616
8038,7.38
8039,63.84
8040,-59.0
8041,10.02
8042,483.93
8043,9.54
8044,9.9
8045,0.48
8046,4.5657
8047,-147.865
8048,80.4
8049,21.8192
8050,53.2704
8051,298.51
8052,0.46
8053,38.85
8054,4.6782
8055,-26.748
8056,1.92
8057,109.89
8058,-118.114
8059,16.05
8060,-12.21
8061,12.42
8062,18.48
8063,14.4
8064,-280.224
8065,4.14
8066,166.6
8067,2.64
8068,25.68
8069,2.88
8070,179.996
8071,15.56
8072,34.05
8073,13.26
8074,-123.998
8075,-53.64
8076,22.941
8077,42.6
8078,53.9946
8079,4.17
8080,34.32
8081,-13.854
8082,-3.888
8083,4.32
8084,1.512
8085,2.28
8086,13.86
8087,25.1496
8088,-15.776
8089,1.44
8090,8.64
8091,8.64
8092,5.7
8093,-10.212
8094,34.96
8095,27.222
8096,-5.064
8097,10.96
8098,-4.404
8099,1.56
8100,-92.492
8101,13.53
8102,65.7
8103,0.0
8104,6.21
8105,2.3814
8106,-7.392
8107,9.54
8108,13.9972
8109,0.0
8110,-1.236
8111,52.776
8112,11.7741
8113,107.55
8114,54.36
8115,13.071
8116,-53.8746
8117,0.57
8118,3.5775
8119,-154.512
8120,15.96
8121,58.665
8122,198.882
8123,2.4
8124,-149.78
8125,14.3172
8126,4.98
8127,146.7
8128,3.78
8129,12.9
8130,71.991
8131,17.232
8132,100.8
8133,64.8
8134,11.04
8135,120.96
8136,108.08
8137,12.672
8138,64.908
8139,107.613
8140,14.76
8141,2.22
8142,130.5
8143,-1.6758
8144,1.95
8145,2.82
8146,413.184
8147,84.6
8148,0.0
8149,37.35
8150,20.58
8151,4.8588
8152,74.1
8153,23.1
8154,8.9208
8155,30.0
8156,48.12
8157,67.488
8158,10.44
8159,-4.0605
8160,7.95
8161,95.04
8162,413.28
8163,7.98
8164,-89.232
8165,3.456
8166,-615.96
8167,7.28
8168,10.08
8169,153.61
8170,19.44
8171,28.6578
8172,27.48
8173,25.362
8174,69.435
8175,10.56
8176,9.7812
8177,63.09
8178,-36.72
8179,28.12
8180,29.43
8181,-23.334
8182,5.46
8183,-33.144
8184,1.062
8185,88.05
8186,12.9129
8187,66.66
8188,14.08
8189,-2.187
8190,91.62
8191,49.68
8192,-3.9032
8193,25.5798
8194,9.7164
8195,-330.736
8196,41.16
8197,101.579
8198,3.54
8199,-61.152
8200,8.61
8201,-25.848
8202,-33.996
8203,30.48
8204,467.992
8205,25.32
8206,300.72
8207,-30.69
8208,173.34
8209,-3.6
8210,147.244
8211,23.96
8212,234.27
8213,-20.88
8214,10.4875
8215,284.085
8216,3.28
8217,-5.4639
8218,-6.735
8219,12.15
8220,1.2
8221,88.5528
8222,10.8
8223,377.34
8224,5.07
8225,80.16
8226,0.72
8227,22.68
8228,66.03
8229,-0.354
8230,80.6312
8231,-5.28
8232,14.31
8233,91.41
8234,27.78
8235,-46.8776
8236,170.31
8237,25.32
8238,5.778
8239,-8.1312
8240,37.62
8241,12.45
8242,6.24
8243,2.52
8244,11.442
8245,-34.56
8246,4.6956
8247,74.46
8248,-10.746
8249,56.88
8250,9.48
8251,-12.8799
8252,959.14
8253,1.77
8254,1.062
8255,-79.605
8256,82.9293
8257,-75.72
8258,-5.118
8259,-116.208
8260,3.72
8261,-25.71
8262,8.92
8263,203.04
8264,5.58
8265,5.955
8266,1.08
8267,12.6
8268,15.75
8269,2.61
8270,111.302
8271,20.0392
8272,53.52
8273,0.3112
8274,0.84
8275,1.23
8276,-28.32
8277,13.41
8278,4.782
8279,10.2
8280,25.05
8281,4.98
8282,9.288
8283,192.42
8284,5.0
8285,22.74
8286,-786.172
8287,20.34
8288,-20.432
8289,-5.841
8290,27.693
8291,25.68
8292,16.18
8293,-5.376
8294,-8.944
8295,49.14
8296,30.12
8297,18.46
8298,1.35
8299,14.72
8300,-14.7931
8301,-61.888
8302,146.4
8303,-25.695
8304,24.78
8305,19.98
8306,-0.768
8307,5.949
8308,27.2862
8309,9.0
8310,-11.336
8311,47.28
8312,0.0628
8313,39.04
8314,-5.4654
8315,8.12
8316,93.96
8317,23.22
8318,36.54
8319,-134.364
8320,-193.05
8321,4.884
8322,608.25
8323,17.22
8324,-26.22
8325,144.45
8326,-66.96
8327,88.83
8328,3.3088
8329,2.87888
8330,357.48
8331,38.58
8332,190.373
8333,-7.992
8334,-339.705
8335,190.021
8336,2.85
8337,14.44
8338,-43.956
8339,70.722
8340,22.2
8341,84.96
8342,208.305
8343,29.994
8344,541.62
8345,36.864
8346,20.88
8347,10.74
8348,95.4
8349,0.48
8350,-0.525
8351,32.46
8352,-229.08
8353,0.45
8354,27.84
8355,42.48
8356,-18.8728
8357,27.36
8358,57.888
8359,-51.6
8360,-4.416
8361,-76.752
8362,66.24
8363,-103.988
8364,-5.67
8365,16.68
8366,-162.23
8367,1.6704
8368,264.87
8369,2.16
8370,2.97
8371,43.008
8372,69.48
8373,-9.7956
8374,-7.116
8375,2.6
8376,252.84
8377,-25.68
8378,21.66
8379,4.914
8380,26.4
8381,-21.096
8382,-17.136
8383,146.97
8384,-12.54
8385,2.0358
8386,4.83
8387,3.87
8388,15.76
8389,26.76
8390,1.59
8391,-1.456
8392,-16.035
8393,5.7
8394,3.768
8395,-6.828
8396,4.2804
8397,11.82
8398,13.88
8399,5.58
8400,2.8836
8401,5.52
8402,6.006
8403,48.24
8404,37.84
8405,134.4
8406,4.8
8407,4.976
8408,38.172
8409,188.785
8410,-9.0
8411,35.28
8412,-95.484
8413,-3.0576
8414,78.876
8415,20.196
8416,320.4
8417,227.7
8418,3.42
8419,58.59
8420,34.26
8421,7.56
8422,18.618
8423,187.92
8424,0.0
8425,18.72
8426,385.375
8427,-5.256
8428,1.68
8429,-55.8
8430,-31.08
8431,-6.942
8432,14.16
8433,38.52
8434,60.4752
8435,60.1412
8436,6.7176
8437,2.78
8438,5.1184
8439,298.08
8440,547.569
8441,3.0
8442,-116.844
8443,-16.888
8444,-10.1736
8445,5.28
8446,-9.03
8447,-2.808
8448,-1268.04
8449,29.76
8450,3.89
8451,12.39
8452,0.264
8453,-32.64
8454,46.71
8455,19.08
8456,-790.35
8457,144.36
8458,1.23
8459,-12.6
8460,-22.098
8461,21.99
8462,10.44
8463,105.021
8464,50.6878
8465,0.534
8466,-17.94
8467,12.8568
8468,61.44
8469,583.68
8470,-95.934
8471,6.54
8472,5.3703
8473,5.76
8474,-5.244
8475,0.42
8476,8.01
8477,8.2156
8478,-2.5248
8479,12.0
8480,5.55
8481,76.74
8482,61.08
8483,16.2
8484,13.41
8485,45.72
8486,86.76
8487,14.805
8488,1.98
8489,81.6
8490,13.89
8491,94.59
8492,-11.439
8493,778.92
8494,-41.112
8495,535.5
8496,-52.932
8497,10.208
8498,9.24
8499,6.816
8500,-19.047
8501,-11.4315
8502,89.88
8503,9.72
8504,12.918
8505,86.058
8506,-95.844
8507,69.96
8508,38.5722
8509,5.04
8510,-10.26
8511,1.648
8512,28.7196
8513,0.66
8514,36.0192
8515,4.62
8516,28.944
8517,16.4
8518,40.95
8519,33.18
8520,399.36
8521,5.1792
8522,7.065
8523,0.648
8524,525.6
8525,-63.105
8526,-112.482
8527,0.0
8528,5.9364
8529,8.022
8530,83.7
8531,7.524
8532,-11.088
8533,33.93
8534,6.84
8535,-21.5685
8536,-253.8
8537,30.6
8538,7.41
8539,10.8054
8540,-23.124
8541,2.6568
8542,-50.58
8543,15.33
8544,10.2
8545,382.2
8546,5.07
8547,9.4815
8548,-30.87
8549,-62.42
8550,-47.832
8551,6.48
8552,0.72
8553,159.63
8554,87.76
8555,36.7255
8556,-24.213
8557,-0.108
8558,-38.934
8559,14.58
8560,24.24
8561,5.7
8562,8.4
8563,-40.44
8564,29.1834
8565,6.42
8566,9.48
8567,2.73
8568,1.332
8569,1.92
8570,41.79
8571,3.6
8572,49.6516
8573,4.455
8574,-76.59
8575,16.68
8576,-17.5701
8577,180.441
8578,3.6288
8579,-15.4539
8580,73.465
8581,8.526
8582,-5.2593
8583,54.9
8584,6.06
8585,6.72
8586,17.67
8587,0.72
8588,106.0
8589,38.4
8590,7.2036
8591,0.36
8592,444.57
8593,111.104
8594,1644.29
8595,17.64
8596,-239.61
8597,-7.3431
8598,2.19
8599,-10.2114
8600,-24.66
8601,9.0
8602,152.418
8603,-8.204
8604,93.24
8605,41.86
8606,33.0
8607,3.882
8608,24.84
8609,8.304
8610,-18.196
8611,58.1
8612,-8.1312
8613,9.3
8614,3.9
8615,1068.66
8616,73.8
8617,2.64
8618,93.12
8619,9.2
8620,4.698
8621,26.76
8622,0.0
8623,21.84
8624,-2.616
8625,-12.7233
8626,22.14
8627,5.46
8628,52.8219
8629,-51.492
8630,25.1808
8631,-172.733
8632,17.52
8633,-3.86
8634,18.54
8635,43.7842
8636,-6.248
8637,178.11
8638,205.05
8639,19.98
8640,6.8714
8641,32.346
8642,101.6
8643,261.6
8644,6.51
8645,222.76
8646,-7.377
8647,-12.7512
8648,-240.784
8649,63.162
8650,99.4896
8651,26.352
8652,7.8
8653,21.66
8654,-5.574
8655,-599.676
8656,-28.26
8657,0.42
8658,1.6196
8659,109.863
8660,1.9
8661,34.56
8662,-135.144
8663,108.24
8664,28.965
8665,0.0
8666,71.088
8667,41.2237
8668,122.94
8669,-112.77
8670,-54.972
8671,182.688
8672,2.88
8673,1.11
8674,10.08
8675,6.9144
8676,15.992
8677,92.721
8678,34.92
8679,2.76
8680,175.88
8681,455.7
8682,107.6
8683,23.82
8684,302.175
8685,-12.024
8686,40.89
8687,9.92
8688,70.629
8689,15.66
8690,3.78
8691,-9.1816
8692,27.36
8693,9.63
8694,5.37
8695,-1.692
8696,8.91
8697,3.76
8698,7.28
8699,17.82
8700,215.7
8701,1.68
8702,-4.692
8703,31.44
8704,2302.97
8705,99.432
8706,9.4392
8707,4.6088
8708,10.83
8709,36.0
8710,-100.794
8711,14.425
8712,0.24
8713,121.71
8714,-35.91
8715,4.8118
8716,2.04
8717,3.3186
8718,4.0095
8719,5.796
8720,3.96
8721,52.08
8722,28.7466
8723,5.7528
8724,23.58
8725,120.36
8726,5.6416
8727,0.0
8728,12.8184
8729,-1.4413
8730,296.1
8731,1.816
8732,16.88
8733,-11.745
8734,-0.0255
8735,7.92
8736,-81.864
8737,2.628
8738,58.14
8739,-77.085
8740,-16.164
8741,26.28
8742,174.015
8743,4.32
8744,8.88
8745,47.25
8746,3.72
8747,-18.2286
8748,21.8106
8749,5.4
8750,24.9804
8751,10.44
8752,154.08
8753,162.484
8754,-120.852
8755,11.64
8756,-12.78
8757,-8.211
8758,2.9568
8759,18.093
8760,-219.832
8761,28.35
8762,108.9
8763,247.722
8764,5.94
8765,8.08
8766,57.33
8767,-7.5
8768,1.14
8769,-1.828
8770,-84.858
8771,6.51
8772,4.32
8773,4.5188
8774,-5.0
8775,-373.5
8776,4.38
8777,47.52
8778,50.4426
8779,-4.128
8780,0.09
8781,76.44
8782,28.5
8783,6.384
8784,-175.54
8785,2.61
8786,-22.368
8787,13.98
8788,-21.681
8789,22.8904
8790,-15.0
8791,-30.51
8792,-7.731
8793,64.2
8794,22.8828
8795,1.986
8796,2.132
8797,15.3522
8798,5.4896
8799,4.8
8800,-12.294
8801,9.63
8802,5.7
8803,22.68
8804,-46.56
8805,0.1533
8806,1.78
8807,12.712
8808,107.995
8809,-125.112
8810,6.2244
8811,45.52
8812,8.25
8813,4.8924
8814,-0.7128
8815,34.2
8816,27.0
8817,-5.88
8818,6.2208
8819,-47.043
8820,244.25
8821,-11.3372
8822,-22.032
8823,747.816
8824,5.4432
8825,-102.62
8826,157.426
8827,1480.47
8828,15.57
8829,0.7317
8830,18.3645
8831,83.52
8832,62.7004
8833,9.9468
8834,583.38
8835,25.6
8836,0.7348
8837,13.482
8838,1.2
8839,6.03
8840,25.2936
8841,4.84
8842,3.9296
8843,6.4206
8844,3.96
8845,0.0
8846,-115.47
8847,0.0
8848,12.298
8849,2.1
8850,55.872
8851,14.418
8852,-8.328
8853,16.56
8854,11.94
8855,1.0738
8856,-193.988
8857,-21.744
8858,5.0112
8859,42.3625
8860,-24.08
8861,82.98
8862,5.04
8863,7.44
8864,-3.264
8865,38.43
8866,10.95
8867,-16.94
8868,9.72
8869,3.12
8870,9.6
8871,-145.848
8872,7.92
8873,347.086
8874,38.7792
8875,269.743
8876,13.5
8877,246.48
8878,-4.88
8879,25.8
8880,5.2
8881,38.7
8882,33.0288
8883,365.64
8884,29.1456
8885,23.9232
8886,-4.887
8887,4.65
8888,-33.48
8889,-20.128
8890,36.63
8891,9.0384
8892,10.64
8893,-50.535
8894,26.1
8895,7.95
8896,14.94
8897,22.5
8898,78.7528
8899,-6.876
8900,30.15
8901,2.245
8902,4.8986
8903,2.904
8904,-35.904
8905,-1.737
8906,-46.797
8907,73.321
8908,-27.216
8909,-13.2
8910,-14.7
8911,3.9
8912,47.856
8913,-27.6936
8914,15.21
8915,-196.968
8916,9.84
8917,11.086
8918,1.144
8919,4.68
8920,12.24
8921,2.646
8922,15.9912
8923,-1.884
8924,12.36
8925,23.12
8926,5.28
8927,-81.672
8928,5.1
8929,-3.21
8930,-39.909
8931,32.7285
8932,-54.5958
8933,20.064
8934,-18.786
8935,353.579
8936,-5.2278
8937,-0.012
8938,54.0
8939,19.047
8940,20.3
8941,42.0744
8942,1.26
8943,-81.927
8944,-1.92
8945,54.9976
8946,488.6
8947,17.3488
8948,89.91
8949,-167.04
8950,0.46
8951,0.0
8952,3.24
8953,4.56
8954,6.72
8955,3.52
8956,100.368
8957,9.48
8958,9.3296
8959,102.186
8960,7.11
8961,-10.128
8962,6.7008
8963,77.55
8964,39.996
8965,21.33
8966,1.7055
8967,16.98
8968,5.82
8969,187.404
8970,-147.546
8971,76.32
8972,3.42
8973,-1.038
8974,-1.44
8975,-7.788
8976,-20.502
8977,29.76
8978,35.3626
8979,-8.736
8980,-13.194
8981,-11.472
8982,240.84
8983,7.3206
8984,6.12
8985,31.2664
8986,81.354
8987,7.04
8988,657.75
8989,-4.581
8990,64.56
8991,8.73
8992,-183.603
8993,-62.7725
8994,1.92
8995,-196.02
8996,59.4
8997,4.02
8998,5.123
8999,-5.2072
9000,-5.404
9001,90.0
9002,6.0
9003,1.296
9004,-38.568
9005,118.8
9006,349.86
9007,9.8901
9008,-12.4146
9009,2.6406
9010,-26.514
9011,201.12
9012,9.84
9013,2.112
9014,62.1
9015,42.48
9016,-16.272
9017,90.12
9018,14.17
9019,265.05
9020,73.95
9021,65.52
9022,35.64
9023,-61.65
9024,-12.669
9025,-20.979
9026,18.0
9027,-114.391
9028,1.36
9029,115.92
9030,38.25
9031,-32.784
9032,-61.884
9033,-297.48
9034,0.9
9035,25.3488
9036,-9.513
9037,21.912
9038,39.636
9039,17.532
9040,-28.56
9041,-156.679
9042,30.954
9043,0.0
9044,0.666
9045,1.04
9046,-222.77
9047,4.5
9048,6.5164
9049,223.548
9050,-74.7456
9051,-27.468
9052,77.04
9053,469.44
9054,-5.853
9055,4.2
9056,44.34
9057,2.48
9058,1.5
9059,36.4736
9060,1.86
9061,6.2208
9062,2.9835
9063,1.1564
9064,-3.015
9065,137.151
9066,16.59
9067,8.892
9068,5.94
9069,11.4741
9070,4.98
9071,6.57
9072,-13.9587
9073,12.6077
9074,3.267
9075,5.76
9076,3.2
9077,13.14
9078,18.48
9079,9.352
9080,-21.2934
9081,76.1616
9082,322.32
9083,127.26
9084,-6.435
9085,2.52
9086,31.82
9087,-46.88
9088,5.04
9089,508.009
9090,1.14
9091,63.24
9092,4.1388
9093,17.46
9094,14.501
9095,-1.086
9096,143.46
9097,14.76
9098,71.22
9099,291.6
9100,13.9
9101,5.2773
9102,24.36
9103,1.23
9104,315.99
9105,10.9939
9106,5.346
9107,0.0
9108,131.76
9109,4.32
9110,1.596
9111,4.2
9112,6.06
9113,29.76
9114,11.22
9115,71.82
9116,91.8
9117,-183.975
9118,-5.604
9119,19.74
9120,16.14
9121,5.9712
9122,-60.27
9123,6.0
9124,-19.78
9125,20.9664
9126,209.28
9127,43.92
9128,5.8605
9129,-81.585
9130,39.54
9131,0.0
9132,790.416
9133,13.2
9134,3.64
9135,1.68
9136,330.72
9137,9.48
9138,5.28
9139,7.68
9140,275.583
9141,29.34
9142,-5.3235
9143,-36.66
9144,-48.1905
9145,0.543
9146,1.35
9147,74.5755
9148,-6.828
9149,22.92
9150,14.88
9151,9.1776
9152,-62.496
9153,-10.632
9154,-19.1898
9155,-119.844
9156,212.4
9157,-39.522
9158,11.43
9159,19.44
9160,9.6
9161,0.0
9162,23.7
9163,-3.3879
9164,18.36
9165,0.24
9166,-36.0171
9167,1.4805
9168,2.5302
9169,58.65
9170,15.6
9171,-8.316
9172,35.64
9173,29.28
9174,37.32
9175,1.08
9176,26.64
9177,-535.32
9178,3.4995
9179,112.32
9180,37.557
9181,99.558
9182,-7.32
9183,81.5949
9184,6.0
9185,23.25
9186,-292.1
9187,-9.7608
9188,-5.904
9189,-522.09
9190,92.28
9191,12.384
9192,14.28
9193,45.63
9194,4.8
9195,4.95
9196,-13.803
9197,-31.752
9198,-3.6003
9199,29.364
9200,5.25
9201,10.92
9202,-4.971
9203,51.87
9204,41.4294
9205,4.72
9206,35.16
9207,27.5632
9208,3.6
9209,26.73
9210,-4.992
9211,48.48
9212,-19.88
9213,5.88
9214,-7.616
9215,-228.564
9216,-43.92
9217,-3.924
9218,-8.784
9219,-4.1
9220,-32.928
9221,74.9985
9222,7.056
9223,14.2632
9224,22.6296
9225,-11.58
9226,545.82
9227,20.1
9228,86.9841
9229,215.16
9230,-23.44
9231,8.027
9232,1.2582
9233,-0.0657
9234,-96.96
9235,3.9
9236,306.489
9237,15.918
9238,-190.14
9239,26.73
9240,144.57
9241,41.354
9242,179.28
9243,-111.168
9244,18.09
9245,-8.74
9246,32.34
9247,5.736
9248,9.6
9249,348.24
9250,-538.446
9251,-66.672
9252,81.1
9253,78.39
9254,5.94
9255,11.691
9256,43.0856
9257,-13.725
9258,10.02
9259,13.65
9260,86.25
9261,-26.118
9262,18.672
9263,152.25
9264,44.73
9265,-20.6688
9266,-12.168
9267,-10.5
9268,1.98
9269,195.18
9270,529.83
9271,19.12
9272,-17.96
9273,-2.6997
9274,48.3771
9275,74.0547
9276,-83.925
9277,90.2283
9278,-0.5133
9279,10.08
9280,266.868
9281,-93.912
9282,147.0
9283,-8.334
9284,292.59
9285,-3.544
9286,13.3371
9287,63.3
9288,83.52
9289,5.526
9290,0.51
9291,0.9783
9292,-87.168
9293,18.96
9294,4.96
9295,-6.564
9296,215.997
9297,8.22
9298,15.0
9299,-9.3
9300,41.9965
9301,2.8884
9302,6.06
9303,-39.2985
9304,-26.6352
9305,43.2
9306,-25.44
9307,6.2856
9308,0.0
9309,76.2624
9310,2.08
9311,6.8724
9312,0.0
9313,104.062
9314,28.2
9315,41.46
9316,-1.6752
9317,34.05
9318,31.6
9319,5.76
9320,-28.71
9321,0.18
9322,175.86
9323,2.36
9324,1.5
9325,9.936
9326,51.84
9327,11.7
9328,3.52
9329,-3.255
9330,-15.9282
9331,24.06
9332,4.86
9333,64.0728
9334,261.819
9335,378.274
9336,0.0
9337,2.88
9338,-27.936
9339,0.416
9340,16.83
9341,6.2208
9342,4.32
9343,89.46
9344,9.48
9345,3.4104
9346,6.75
9347,-6.561
9348,-8.532
9349,15.4752
9350,14.628
9351,3.0
9352,63.873
9353,36.0
9354,6.7966
9355,26.16
9356,0.0
9357,15.54
9358,69.66
9359,17.2733
9360,16.7886
9361,-16.848
9362,-134.204
9363,60.12
9364,87.92
9365,4.2408
9366,13.72
9367,8.46
9368,21.0
9369,82.02
9370,2.76
9371,21.96
9372,-63.0056
9373,18.504
9374,220.08
9375,15.3
9376,12.12
9377,1.4
9378,22.488
9379,-54.06
9380,11.0808
9381,76.32
9382,-81.09
9383,167.04
9384,65.43
9385,-28.928
9386,633.22
9387,14.28
9388,43.4
9389,-314.681
9390,21.56
9391,15.387
9392,1.323
9393,26.64
9394,27.12
9395,17.52
9396,17.3712
9397,-4.2105
9398,7.44
9399,-67.3542
9400,-6.4422
9401,12.96
9402,13.65
9403,-347.117
9404,39.0
9405,-1.792
9406,15.0
9407,-4.14
9408,-33.408
9409,1.9656
9410,62.4
9411,8.64
9412,-15.75
9413,46.41
9414,-234.57
9415,1.359
9416,43.32
9417,3.18
9418,0.24
9419,10.6288
9420,48.72
9421,-128.85
9422,78.48
9423,5.04
9424,-15.72
9425,19.8
9426,-9.87
9427,-30.0
9428,-6.303
9429,10.4985
9430,31.2
9431,16.12
9432,12.09
9433,22.2
9434,-257.143
9435,6.09
9436,126.9
9437,12.2325
9438,12.6
9439,28.71
9440,-13.2153
9441,-44.235
9442,-0.3444
9443,59.7
9444,30.582
9445,-3.24
9446,-126.482
9447,-21.825
9448,-1.794
9449,207.147
9450,5.5177
9451,2.7
9452,43.14
9453,1.6784
9454,3.21
9455,-6.594
9456,8.73
9457,0.45
9458,-8.424
9459,72.04
9460,747.72
9461,236.04
9462,22.383
9463,8.8548
9464,3.99
9465,-17.46
9466,-2.056
9467,-26.46
9468,35.6526
9469,116.28
9470,-3.312
9471,12.24
9472,-108.83
9473,287.092
9474,14.67
9475,-387.258
9476,45.24
9477,-46.944
9478,37.38
9479,9.2568
9480,3.5148
9481,8.73
9482,18.0
9483,2.838
9484,360.3
9485,12.04
9486,-4.9248
9487,31.92
9488,-178.36
9489,37.7895
9490,194.16
9491,-16.329
9492,4.893
9493,69.3
9494,419.52
9495,-11.02
9496,-3.582
9497,18.48
9498,66.5408
9499,88.5
9500,29.706
9501,-45.78
9502,0.56
9503,5.1504
9504,33.3102
9505,165.795
9506,833.76
9507,-11.46
9508,-0.792
9509,13.683
9510,-16.9568
9511,310.95
9512,83.94
9513,375.777
9514,39.54
9515,2.66
9516,13.62
9517,-25.65
9518,1.92
9519,240.993
9520,1.5
9521,28.32
9522,221.76
9523,1.62
9524,2.98
9525,-5.656
9526,-12.5349
9527,-197.575
9528,-39.57
9529,11.4204
9530,137.76
9531,6.06
9532,-3.468
9533,-36.048
9534,-916.044
9535,26.388
9536,4.26
9537,18.08
9538,8.91
9539,131.586
9540,58.86
9541,-49.632
9542,-35.142
9543,-284.256
9544,13.44
9545,-219.804
9546,-21.525
9547,357.191
9548,-9.0944
9549,-30.3645
9550,34.98
9551,3.392
9552,53.07
9553,4.1988
9554,53.07
9555,0.5904
9556,-304.665
9557,145.35
9558,5.7
9559,-0.036
9560,6.3
9561,2.44
9562,27.0
9563,-4.7625
9564,1.05
9565,79.92
9566,40.96
9567,-14.7
9568,-9.528
9569,11.34
9570,2.244
9571,1.76
9572,-93.516
